area,construction_status,per_sqr_ft,price,property_location,title,years
260 ,Under Construction,"7,952 ",20.67 L,"Ambernath East, Mumbai",1 BHK Apartment in Prakruti Sparsh,Possession by Nov 2021
328 ,Under Construction,"6,801 ",22.3 L,"Ambernath East, Mumbai",1 BHK Apartment in Prakruti Sparsh,Possession by Nov 2021
270 ,Under Construction,"7,718 ",20.83 L,"Ambernath East, Mumbai",1 BHK Apartment in Prakruti Sparsh,Possession by Nov 2021
383 ,Under Construction,"7,046 ",26.98 L,"Ambernath East, Mumbai",2 BHK Apartment in Prakruti Sparsh,Possession by Nov 2021
 , , ,  ,,,
323 ,Under Construction,"7,109 ",22.96 L,"Ambernath East, Mumbai",1 BHK Apartment in Prakruti Sparsh,Possession by Nov 2021
290 ,Under Construction,"7,242 ",21 L,"Ambernath East, Mumbai",1 BHK Apartment in Prakruti Sparsh,Possession by Nov 2021
401 ,Under Construction,"4,863 ",19.5 L,"Neral, Mumbai",1 BHK Apartment in Nirman Viviana Block 2,Possession by Nov 2024
385 ,Under Construction,"4,808 ",18.51 L,"Neral, Mumbai",1 BHK Apartment in Nirman Viviana Block 2,Possession by Nov 2024
375 ,Under Construction,"4,827 ",18.1 L,"Neral, Mumbai",1 BHK Apartment in Nirman Viviana Block 2,Possession by Nov 2024
450 ,Under Construction,"7,111 ",32 L,"Mira Road East, Mumbai",1 BHK Apartment in Shree Ostwal Horizon,Possession by Dec 2027
1091 ,Under Construction,"12,007 ",1.31 Cr,"Kalamboli, Mumbai",2 BHK Apartment in Proviso Builders Sai Proviso Sapphire,Possession by Dec 2022
666 ,Under Construction,"11,711 ",78 L,"Kalamboli, Mumbai",2 BHK Apartment in Proviso Builders Sai Proviso Sapphire,Possession by Dec 2022
789 ,Ready to move,"19,011 ",1.5 Cr,"Thane West, Mumbai",2 BHK Apartment in Vardhaman Lotus,4 - 5 years old
882 ,Ready to move,"18,934 ",1.67 Cr,"Thane West, Mumbai",3 BHK Apartment in Vardhaman Lotus,4 - 5 years old
475 ,Under Construction,"12,000 ",57 L,"Kalamboli, Mumbai",1 BHK Apartment in Proviso Builders Sai Proviso Icon,Possession by Dec 2023
650 ,Under Construction,"12,000 ",78 L,"Kalamboli, Mumbai",2 BHK Apartment in Proviso Builders Sai Proviso Icon,Possession by Dec 2023
461 ,Under Construction,"7,592 ",35 L,"Panvel, Mumbai",1 BHK Apartment in Proviso Builders SaiProviso County,New 
608 ,Under Construction,"7,565 ",46 L,"Panvel, Mumbai",2 BHK Apartment in Proviso Builders SaiProviso County,New 
498 ,Under Construction,"22,535 ",1.12 Cr,"Bhandup West, Mumbai",1 BHK Apartment in Kukreja Gardens,Possession by Mar 2025
650 ,Under Construction,"7,692 ",50 L,"Karanjade, Mumbai",1 BHK Apartment in Neelkanth Suryoday,Possession by Dec 2021
788 ,Ready to move,"30,456 ",2.4 Cr,"Ghansoli, Mumbai",3 BHK Apartment in RNA NG Grand Plaza Phase I,0 - 1 year old
538 ,Ready to move,"33,457 ",1.8 Cr,"Ghansoli, Mumbai",2 BHK Apartment in RNA NG Grand Plaza Phase I,0 - 1 year old
616 ,Ready to move,"30,844 ",1.9 Cr,"Ghansoli, Mumbai",2 BHK Apartment in RNA NG Grand Plaza Phase I,0 - 1 year old
1087 ,Under Construction,"18,000 ",1.95 Cr,"Sanpada, Mumbai",2 BHK Apartment in Kukreja Classic,Possession by Mar 2027
 , , ,  ,,,
1084 ,Under Construction,"18,000 ",1.95 Cr,"Sanpada, Mumbai",2 BHK Apartment in Kukreja Classic,Possession by Mar 2027
969 ,Under Construction,"18,000 ",1.74 Cr,"Sanpada, Mumbai",1 BHK Apartment in Kukreja Classic,Possession by Mar 2027
1071 ,Under Construction,"18,000 ",1.92 Cr,"Sanpada, Mumbai",2 BHK Apartment in Kukreja Classic,Possession by Mar 2027
443 ,Under Construction,"28,242 ",1.25 Cr,"Kurla, Mumbai",1 BHK Apartment in Kukreja Estate,Possession by Mar 2022
406 ,Under Construction,"28,273 ",1.14 Cr,"Kurla, Mumbai",1 BHK Apartment in Kukreja Estate,Possession by Mar 2022
419 ,Under Construction,"28,262 ",1.18 Cr,"Kurla, Mumbai",1 BHK Apartment in Kukreja Estate,Possession by Mar 2022
462 ,Under Construction,"28,228 ",1.3 Cr,"Kurla, Mumbai",1 BHK Apartment in Kukreja Estate,Possession by Mar 2022
624 ,Under Construction,"28,144 ",1.75 Cr,"Kurla, Mumbai",2 BHK Apartment in Kukreja Estate,Possession by Mar 2022
597 ,Under Construction,"28,155 ",1.68 Cr,"Kurla, Mumbai",2 BHK Apartment in Kukreja Estate,Possession by Mar 2022
423 ,Under Construction,"28,258 ",1.19 Cr,"Kurla, Mumbai",1 BHK Apartment in Kukreja Estate,Possession by Mar 2022
740 ,Under Construction,"4,900 ",36.26 L,"Bhiwandi, Mumbai",1 BHK Apartment in Dev Drashti Empire Phase 1,Possession by Apr 2023
1045 ,Under Construction,"4,900 ",51.2 L,"Bhiwandi, Mumbai",2 BHK Apartment in Dev Drashti Empire Phase 1,Possession by Apr 2023
690 ,Under Construction,"4,900 ",33.81 L,"Bhiwandi, Mumbai",1 BHK Apartment in Dev Drashti Empire Phase 1,Possession by Apr 2023
1405 ,Under Construction,"4,900 ",68.84 L,"Bhiwandi, Mumbai",2 BHK Apartment in Dev Drashti Empire Phase 1,Possession by Apr 2023
885 ,Under Construction,"4,899 ",43.35 L,"Bhiwandi, Mumbai",1 BHK Apartment in Dev Drashti Empire Phase 1,Possession by Apr 2023
1490 ,Under Construction,"4,900 ",73.01 L,"Bhiwandi, Mumbai",2 BHK Apartment in Dev Drashti Empire Phase 1,Possession by Apr 2023
1490 ,Under Construction,"4,900 ",73.01 L,"Bhiwandi, Mumbai",2 BHK Apartment in Dev Drashti Empire Phase 1,Possession by Apr 2023
1060 ,Under Construction,"4,900 ",51.94 L,"Bhiwandi, Mumbai",2 BHK Apartment in Dev Drashti Empire Phase 1,Possession by Apr 2023
740 ,Under Construction,"4,900 ",36.26 L,"Bhiwandi, Mumbai",1 BHK Apartment in Dev Drashti Empire Phase 1,Possession by Apr 2023
795 ,Under Construction,"4,899 ",38.94 L,"Bhiwandi, Mumbai",1 BHK Apartment in Dev Drashti Empire Phase 1,Possession by Apr 2023
 , , ,  ,,,
1055 ,Ready to move,"14,028 ",1.48 Cr,"Kanjurmarg, Mumbai",2 BHK Apartment in RNA NG Royal Park,2 - 3 years old
1421 ,Ready to move,"14,004 ",1.99 Cr,"Kanjurmarg, Mumbai",3 BHK Apartment in RNA NG Royal Park,2 - 3 years old
333 ,Under Construction,"6,400 ",21.31 L,"Titwala, Mumbai",1 BHK Apartment in Shankheshwar Crystal Phase 2,Possession by Dec 2023
392 ,Under Construction,"6,346 ",24.81 L,"Titwala, Mumbai",2 BHK Apartment in Shankheshwar Crystal Phase 2,Possession by Dec 2023
331 ,Under Construction,"6,020 ",19.86 L,"Titwala, Mumbai",1 BHK Apartment in Shankheshwar Crystal Phase 2,Possession by Dec 2023
456 ,Under Construction,"6,338 ",28.83 L,"Titwala, Mumbai",2 BHK Apartment in Shankheshwar Crystal Phase 2,Possession by Dec 2023
404 ,Under Construction,"5,618 ",22.7 L,"Badlapur East, Mumbai",1 BHK Apartment in Shivshakti Greens,Possession by Nov 2021
400 ,Under Construction,"5,625 ",22.5 L,"Badlapur East, Mumbai",1 BHK Apartment in Shivshakti Greens,Possession by Nov 2021
425 ,Under Construction,"7,200 ",30.6 L,"Mira Road East, Mumbai",1 BHK Apartment in Shree Ostwal Horizon,Possession by Dec 2027
400 ,Under Construction,"7,000 ",28 L,"Mira Road East, Mumbai",1 BHK Apartment in Shree Ostwal Horizon,Possession by Dec 2027
536 ,Under Construction,"5,839 ",31.29 L,"Badlapur East, Mumbai",2 BHK Apartment in Shivshakti Greens,Possession by Nov 2021
291 ,Under Construction,"5,635 ",16.4 L,"Vangani, Mumbai",1 BHK Apartment in Maruti Shiv Utsav,Possession by Mar 2023
259 ,Under Construction,"5,791 ",15 L,"Vangani, Mumbai",1 BHK Apartment in Maruti Shiv Utsav,Possession by Mar 2023
408 ,Under Construction,"6,004 ",24.5 L,"Vangani, Mumbai",2 BHK Apartment in Maruti Shiv Utsav,Possession by Mar 2023
637 ,Under Construction,"7,625 ",48.57 L,"Vasai, Mumbai",2 BHK Apartment in Dange Dange Crown A Wing,Possession by Nov 2022
718 ,Under Construction,"7,317 ",52.53 L,"Vasai, Mumbai",2 BHK Apartment in Dange Dange Crown A Wing,Possession by Nov 2022
434 ,Under Construction,"6,957 ",30.19 L,"Vasai, Mumbai",1 BHK Apartment in Dange Dange Crown A Wing,Possession by Nov 2022
881 ,Under Construction,"7,249 ",63.86 L,"Vasai, Mumbai",3 BHK Apartment in Dange Dange Crown A Wing,Possession by Nov 2022
479 ,Under Construction,"6,954 ",33.3 L,"Vasai, Mumbai",1 BHK Apartment in Dange Dange Crown A Wing,Possession by Nov 2022
949 ,Under Construction,"7,058 ",66.98 L,"Vasai, Mumbai",3 BHK Apartment in Dange Dange Crown A Wing,Possession by Nov 2022
 , , ,  ,,,
790 ,Under Construction,"25,728 ",2.02 Cr,"Chembur, Mumbai",2 BHK Apartment in Godrej Prime,Possession by Apr 2022
715 ,Under Construction,"26,433 ",1.88 Cr,"Chembur, Mumbai",2 BHK Apartment in Godrej Prime,Possession by Apr 2022
780 ,Under Construction,"25,641 ",1.99 Cr,"Mulund West, Mumbai",3 BHK Apartment in GHP Vaishakh,Possession by Dec 2023
670 ,Under Construction,"4,030 ",27 L,"Shil Phata, Mumbai",1 BHK Apartment in Kanak Mukta Lake City,Possession by Nov 2020
915 ,Under Construction,"4,644 ",42.5 L,"Ambernath East, Mumbai",2 BHK Apartment in Jhalak Luxuria,Possession by Nov 2020
1080 ,Under Construction,"4,588 ",49.56 L,"Ambernath East, Mumbai",2 BHK Apartment in Jhalak Luxuria,Possession by Nov 2020
789 ,Under Construction,"4,642 ",36.63 L,"Ambernath East, Mumbai",1 BHK Apartment in Jhalak Luxuria,Possession by Nov 2020
1075 ,Under Construction,"4,590 ",49.35 L,"Ambernath East, Mumbai",2 BHK Apartment in Jhalak Luxuria,Possession by Nov 2020
940 ,Under Construction,"4,636 ",43.58 L,"Ambernath East, Mumbai",2 BHK Apartment in Jhalak Luxuria,Possession by Nov 2020
1050 ,Under Construction,"4,598 ",48.28 L,"Ambernath East, Mumbai",2 BHK Apartment in Jhalak Luxuria,Possession by Nov 2020
804 ,Under Construction,"4,633 ",37.25 L,"Ambernath East, Mumbai",1 BHK Apartment in Jhalak Luxuria,Possession by Nov 2020
765 ,Under Construction,"4,653 ",35.6 L,"Ambernath East, Mumbai",1 BHK Apartment in Jhalak Luxuria,Possession by Nov 2020
987 ,Ready to move,"25,000 ",2.46 Cr,"Powai, Mumbai",3 BHK Apartment in GHP Trinity,1 - 2 years old
713 ,Ready to move,"25,000 ",1.78 Cr,"Powai, Mumbai",2 BHK Apartment in GHP Trinity,1 - 2 years old
962 ,Ready to move,"25,000 ",2.4 Cr,"Powai, Mumbai",3 BHK Apartment in GHP Trinity,1 - 2 years old
1179 ,Under Construction,"5,556 ",65.51 L,"Kalyan East, Mumbai",2 BHK Apartment in Davakhar Elegance,Possession by Nov 2021
407 ,Under Construction,"7,758 ",31.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Sunteck West World,Possession by Aug 2022
624 ,Under Construction,"3,550 ",22.15 L,"Neral, Mumbai",1 BHK Apartment in Mohammed Aslam Square Planet,Possession by May 2020
671 ,Under Construction,"3,519 ",23.61 L,"Neral, Mumbai",1 BHK Apartment in Mohammed Aslam Square Planet,Possession by May 2020
599 ,Under Construction,"3,569 ",21.38 L,"Neral, Mumbai",1 BHK Apartment in Mohammed Aslam Square Planet,Possession by May 2020
 , , ,  ,,,
661 ,Under Construction,"3,526 ",23.3 L,"Neral, Mumbai",1 BHK Apartment in Mohammed Aslam Square Planet,Possession by May 2020
578 ,Under Construction,"3,586 ",20.72 L,"Neral, Mumbai",1 BHK Apartment in Mohammed Aslam Square Planet,Possession by May 2020
630 ,Under Construction,"3,546 ",22.34 L,"Neral, Mumbai",1 BHK Apartment in Mohammed Aslam Square Planet,Possession by May 2020
655 ,Under Construction,"19,389 ",1.26 Cr,"Thane West, Mumbai",2 BHK Apartment in Godrej Exquisite,Possession by Sep 2024
922 ,Under Construction,"18,980 ",1.74 Cr,"Thane West, Mumbai",3 BHK Apartment in Godrej Exquisite,Possession by Sep 2024
724 ,Under Construction,"18,785 ",1.36 Cr,"Thane West, Mumbai",2 BHK Apartment in Godrej Exquisite,Possession by Sep 2024
578 ,Under Construction,"24,263 ",1.4 Cr,"Borivali West, Mumbai",2 BHK Apartment in CH Saikrupa CHSL,Possession by Nov 2023
546 ,Under Construction,"24,403 ",1.33 Cr,"Borivali West, Mumbai",2 BHK Apartment in CH Saikrupa CHSL,Possession by Nov 2023
297 ,Under Construction,"5,392 ",16.01 L,"Neral, Mumbai",1 BHK Apartment in Space World Building No 1 D Wing,Possession by Nov 2023
570 ,Under Construction,"5,291 ",30.16 L,"Neral, Mumbai",2 BHK Apartment in Space World Building No 1 D Wing,Possession by Nov 2023
508 ,Under Construction,"5,305 ",26.95 L,"Neral, Mumbai",2 BHK Apartment in Space World Building No 1 D Wing,Possession by Nov 2023
245 ,Under Construction,"5,410 ",13.25 L,"Neral, Mumbai",1 BHK Apartment in Space World Building No 1 D Wing,Possession by Nov 2023
349 ,Under Construction,"4,588 ",16.01 L,"Neral, Mumbai",1 BHK Apartment in Space World Building No 1 D Wing,Possession by Nov 2023
403 ,Ready to move,"4,516 ",18.19 L,"Palghar, Mumbai",1 BHK Apartment in Axis Maple Terraces Building No B 11,2 - 3 years old
410 ,Ready to move,"4,207 ",17.24 L,"Palghar, Mumbai",1 BHK Apartment in Axis Maple Terraces Building No B 11,2 - 3 years old
424 ,Ready to move,"4,198 ",17.79 L,"Palghar, Mumbai",1 BHK Apartment in Axis Maple Terraces Building No B 11,2 - 3 years old
741 ,Under Construction,"20,378 ",1.51 Cr,"Thane West, Mumbai",2 BHK Apartment in Shree GHP Aurum,Possession by Sep 2022
679 ,Under Construction,"20,471 ",1.38 Cr,"Thane West, Mumbai",2 BHK Apartment in Shree GHP Aurum,Possession by Sep 2022
251 ,Ready to move,"9,063 ",22.75 L,"Naigaon East, Mumbai",1 BHK Apartment in JSB Nakshatra Primus,0 - 1 year old
650 ,Ready to move,"8,230 ",53.5 L,"kasaradavali thane west, Mumbai",1 BHK Apartment,0 - 1 year old
 , , ,  ,,,
1109 ,Ready to move,"7,123 ",79 L,"Kamothe, Mumbai",2 BHK Apartment in Vub Veermaa Paradise,4 - 5 years old
1109 ,Ready to move,"7,033 ",78 L,"Kamothe, Mumbai",2 BHK Apartment in Vub Veermaa Paradise,4 - 5 years old
1125 ,Ready to move,"8,266 ",93 L,"Panvel, Mumbai",2 BHK Apartment in Vub Vama Paradise,3 - 4 years old
804 ,Ready to move,"27,487 ",2.21 Cr,"Santacruz East, Mumbai",1 BHK Apartment in Crescent Imperia,0 - 1 year old
1120 ,Ready to move,"7,142 ",80 L,"Kamothe, Mumbai",2 BHK Apartment in Vub Veermaa Paradise,4 - 5 years old
1785 ,Under Construction,"7,000 ",1.24 Cr,"Panvel, Mumbai",3 BHK Apartment in Paradise Sai World City,Possession by Nov 2020
1058 ,Ready to move,"7,088 ",75 L,"Kamothe, Mumbai",2 BHK Apartment in Vub Veermaa Paradise,4 - 5 years old
2880 ,Under Construction,"7,000 ",2.01 Cr,"Panvel, Mumbai",4 BHK Apartment in Paradise Sai World City,Possession by Nov 2020
1960 ,Under Construction,"7,000 ",1.37 Cr,"Panvel, Mumbai",3 BHK Apartment in Paradise Sai World City,Possession by Nov 2020
1125 ,Ready to move,"8,000 ",90 L,"Panvel, Mumbai",2 BHK Apartment in Vub Vama Paradise,3 - 4 years old
1560 ,Under Construction,"7,200 ",1.12 Cr,"Panvel, Mumbai",3 BHK Apartment in Sairama One World,Possession by Nov 2023
1000 ,Ready to move,"23,500 ",2.35 Cr,"Santacruz East, Mumbai",1 BHK Apartment in GPRS Imperia Homes,0 - 1 year old
2820 ,Under Construction,"7,000 ",1.97 Cr,"Panvel, Mumbai",4 BHK Apartment in Paradise Sai World City,Possession by Nov 2020
1025 ,Under Construction,"7,200 ",73.8 L,"Panvel, Mumbai",2 BHK Apartment in Sairama One World,Possession by Nov 2023
1115 ,Under Construction,"8,071 ",90 L,"Panvel, Mumbai",2 BHK Apartment in Sairama One World,Possession by Nov 2023
1800 ,Under Construction,"7,000 ",1.26 Cr,"Panvel, Mumbai",3 BHK Apartment in Paradise Sai World City,Possession by Nov 2020
1125 ,Ready to move,"8,000 ",90 L,"Panvel, Mumbai",2 BHK Apartment in Vub Vama Paradise,3 - 4 years old
1970 ,Under Construction,"7,000 ",1.37 Cr,"Panvel, Mumbai",3 BHK Apartment in Paradise Sai World City,Possession by Nov 2020
1465 ,Ready to move,"8,191 ",1.2 Cr,"Panvel, Mumbai",2 BHK Apartment in Vub Vama Paradise,3 - 4 years old
1115 ,Ready to move,"6,000 ",66.9 L,"Taloja, Mumbai",2 BHK Apartment in Paradise Sai Riverdale,2 - 3 years old
 , , ,  ,,,
1125 ,Ready to move,"8,266 ",93 L,"Panvel, Mumbai",2 BHK Apartment in Vub Vama Paradise,3 - 4 years old
1120 ,Ready to move,"7,142 ",80 L,"Kamothe, Mumbai",2 BHK Apartment in Vub Veermaa Paradise,4 - 5 years old
1785 ,Under Construction,"7,000 ",1.24 Cr,"Panvel, Mumbai",3 BHK Apartment in Paradise Sai World City,Possession by Nov 2020
1058 ,Ready to move,"7,088 ",75 L,"Kamothe, Mumbai",2 BHK Apartment in Vub Veermaa Paradise,4 - 5 years old
1025 ,Under Construction,"7,200 ",73.8 L,"Panvel, Mumbai",2 BHK Apartment in Sairama One World,Possession by Nov 2023
1115 ,Under Construction,"8,071 ",90 L,"Panvel, Mumbai",2 BHK Apartment in Sairama One World,Possession by Nov 2023
1125 ,Ready to move,"8,000 ",90 L,"Panvel, Mumbai",2 BHK Apartment in Vub Vama Paradise,3 - 4 years old
1400 ,Ready to move,"20,714 ",2.9 Cr,"Santacruz East, Mumbai",2 BHK Apartment in Shamiks Elanza,1 - 2 years old
1200 ,Ready to move,"26,666 ",3.2 Cr,"Santacruz East, Mumbai",3 BHK Apartment in KUL Court,3 - 4 years old
881 ,Ready to move,"22,701 ",2 Cr,"Santacruz East, Mumbai",2 BHK Apartment in Sumit Sumit Artista,3 - 4 years old
1100 ,Ready to move,"9,090 ",1 Cr,"Panvel, Mumbai",2 BHK Apartment in Sadguru Universal,2 Bathrooms
792 ,Under Construction,"29,671 ",2.35 Cr,"Santacruz East, Mumbai",1 BHK Apartment in GPRS Imperia Homes,2 Bathrooms
1500 ,Under Construction,"6,000 ",90 L,"Dronagiri, Mumbai",3 BHK Apartment in Prajapati Magnum Phase II,Possession by Nov 2022
1110 ,Ready to move,"9,009 ",1 Cr,"Panvel, Mumbai",2 BHK Apartment in Sairama The Suites,2 Bathrooms
600 ,Ready to move,"23,333 ",1.4 Cr,"Santacruz East, Mumbai",1 BHK Apartment,1 Bathrooms
503 ,Under Construction,"20,119 ",1.01 Cr,"Bhandup West, Mumbai",2 BHK Apartment in Aakaar Wishvas,Possession by Dec 2024
353 ,Under Construction,"20,136 ",70.88 L,"Bhandup West, Mumbai",1 BHK Apartment in Aakaar Wishvas,Possession by Dec 2024
353 ,Under Construction,"20,136 ",70.88 L,"Bhandup West, Mumbai",1 BHK Apartment in Aakaar Wishvas,Possession by Dec 2024
1134 ,Ready to move,"8,641 ",98 L,"Kharghar, Mumbai",2 BHK Apartment in SM Acumen,3 - 4 years old
1227 ,Ready to move,"7,986 ",98 L,"Kharghar, Mumbai",2 BHK Apartment in SM Acumen,3 - 4 years old
 , , ,  ,,,
1227 ,Ready to move,"7,986 ",98 L,"Kharghar, Mumbai",2 BHK Apartment in SM Acumen,3 - 4 years old
1227 ,Ready to move,"7,986 ",98 L,"Kharghar, Mumbai",2 BHK Apartment in SM Acumen,3 - 4 years old
1227 ,Ready to move,"7,986 ",98 L,"Kharghar, Mumbai",2 BHK Apartment in SM Acumen,3 - 4 years old
670 ,Ready to move,"8,955 ",60 L,"Ulwe, Mumbai",1 BHK Apartment in Hari Om Leela Residency,2 Bathrooms
1100 ,Ready to move,"8,636 ",95 L,"Ulwe, Mumbai",2 BHK Apartment in Hari Om Leela Residency,2 Bathrooms
1527 ,Ready to move,"7,203 ",1.1 Cr,"Kharghar, Mumbai",3 BHK Apartment in SM Acumen,3 - 4 years old
670 ,Ready to move,"9,701 ",65 L,"Ulwe, Mumbai",1 BHK Apartment in Hari Om Leela Residency,2 Bathrooms
1300 ,Ready to move,"26,923 ",3.5 Cr,"Santacruz East, Mumbai",2 BHK Apartment in KUL Court,3 - 4 years old
1527 ,Ready to move,"7,203 ",1.1 Cr,"Kharghar, Mumbai",3 BHK Apartment in SM Acumen,3 - 4 years old
650 ,Ready to move,"6,923 ",45 L,"Kamothe, Mumbai",1 BHK Apartment,3 - 4 years old
850 ,Ready to move,"28,235 ",2.4 Cr,"Santacruz East, Mumbai",2 BHK Apartment,2 Bathrooms
850 ,Ready to move,"28,235 ",2.4 Cr,"Santacruz East, Mumbai",2 BHK Apartment in DGS Sheetal Airwing,0 - 1 year old
922 ,Under Construction,"18,980 ",1.74 Cr,"Thane West, Mumbai",3 BHK Apartment in Godrej Exquisite,Possession by Sep 2024
382 ,Under Construction,"20,734 ",79 L,"Kandivali East, Mumbai",1 BHK Apartment in UK Iridium,Possession by Nov 2022
382 ,Under Construction,"20,734 ",79 L,"Kandivali East, Mumbai",1 BHK Apartment in UK Iridium,Possession by Nov 2022
522 ,Under Construction,"23,608 ",1.23 Cr,"Kandivali East, Mumbai",2 BHK Apartment in UK Iridium,Possession by Nov 2022
522 ,Under Construction,"23,608 ",1.23 Cr,"Kandivali East, Mumbai",2 BHK Apartment in UK Iridium,Possession by Nov 2022
545 ,Under Construction,"23,897 ",1.3 Cr,"Kandivali East, Mumbai",2 BHK Apartment in UK Iridium,Possession by Nov 2022
545 ,Under Construction,"23,897 ",1.3 Cr,"Kandivali East, Mumbai",2 BHK Apartment in UK Iridium,Possession by Nov 2022
395 ,Under Construction,"21,772 ",86 L,"Kandivali East, Mumbai",1 BHK Apartment in UK Iridium,Possession by Nov 2022
 , , ,  ,,,
395 ,Under Construction,"21,772 ",86 L,"Kandivali East, Mumbai",1 BHK Apartment in UK Iridium,Possession by Nov 2022
745 ,Under Construction,"11,703 ",87.19 L,"Panvel, Mumbai",2 BHK Apartment in Marathon Nexzone,Possession by Nov 2020
745 ,Under Construction,"11,703 ",87.19 L,"Panvel, Mumbai",2 BHK Apartment in Marathon Nexzone,Possession by Nov 2020
724 ,Under Construction,"18,785 ",1.36 Cr,"Thane West, Mumbai",2 BHK Apartment in Godrej Exquisite,Possession by Sep 2024
580 ,Under Construction,"7,413 ",43 L,"kasaradavali thane west, Mumbai",1 BHK Apartment,2 Bathrooms
1350 ,Ready to move,"9,250 ",1.24 Cr,"Kharghar, Mumbai",2 BHK Apartment,1 Bathrooms
1020 ,Ready to move,"9,313 ",95 L,"Kamothe, Mumbai",2 BHK Apartment,3 - 4 years old
710 ,Under Construction,"6,800 ",48.28 L,"Kamothe, Mumbai",1 BHK Apartment,1 Bathrooms
850 ,Ready to move,"8,235 ",70 L,"Kamothe, Mumbai",1 BHK Apartment,3 - 4 years old
690 ,Ready to move,"6,249 ",43.12 L,"Taloja, Mumbai",1 BHK Apartment in Paradise Sai Riverdale,2 - 3 years old
1000 ,Under Construction,"10,300 ",1.03 Cr,"Panvel, Mumbai",2 BHK Apartment in Prajapati Ornate,Possession by Dec 2024
850 ,Ready to move,"8,235 ",70 L,"Kamothe, Mumbai",1 BHK Apartment,3 - 4 years old
1060 ,Ready to move,"7,735 ",82 L,"Kamothe, Mumbai",2 BHK Apartment,3 - 4 years old
700 ,Under Construction,"6,800 ",47.6 L,"Kamothe, Mumbai",1 BHK Apartment,1 Bathrooms
